타임스탬프,학년,성별,학과(전공),취미,평균 공부 시간,공부하는 시간,자격증 개수,출석,평균 수면 시간,희망 진로,수업 집중도,수업 집중도(전공),희망 연봉,학과 만족 O/X,취업 선호도,소셜 미디어 사용시간,통학 시간,학업 스트레스,교우관계,알바 유무,방과후 유무,방과후 만족도
2023. 10. 13 오전 9:28:15,1학년,여자,부사관과,음악,1시간-2시간,방과후(저녁),2,반년에 한두번 빠져요,6시간 이상 자요,취업,8,6,8000,O,6,30-1시간,10-30분,2,3,O,O,8
2023. 10. 13 오전 9:28:31,1학년,여자,부사관과,영상시청,0-30분,방과후(저녁),2,절대 안빠지죠,4~6시간 자요,취업,7,10,7000,O,10,1시간-2시간,10-30분,2,1,X,X,10
2023. 10. 13 오전 9:28:50,1학년,남자,부사관과,운동,30분-1시간,방과후(저녁),2,절대 안빠지죠,6시간 이상 자요,취업,5,5,7000,O,5,2시간-3시간 이상,10-30분,2,4,O,X,
2023. 10. 13 오전 9:29:37,1학년,여자,부사관과,운동,1시간-2시간,방과후(저녁),2,절대 안빠지죠,4~6시간 자요,취업,9,9,5000,O,10,1시간-2시간,30-1시간,4,2,X,X,
2023. 10. 13 오전 9:29:45,1학년,남자,부사관과,게임,30분-1시간,방과후(저녁),2,절대 안빠지죠,6시간 이상 자요,취업,8,8,3000,O,8,1시간-2시간,30-1시간,4,2,X,X,
2023. 10. 13 오전 9:29:52,1학년,남자,부사관과,운동,30분-1시간,방과후(저녁),2,절대 안빠지죠,6시간 이상 자요,취업,9,9,3000,O,10,1시간-2시간,10-30분,2,2,X,X,
2023. 10. 13 오전 9:30:25,1학년,여자,부사관과,운동,30분-1시간,방과후(저녁),2,절대 안빠지죠,4~6시간 자요,취업,6,10,7000,O,8,2시간-3시간 이상,10-30분,3,1,O,X,
2023. 10. 13 오전 9:30:31,1학년,여자,부사관과,영상시청,0-30분,밤,2,절대 안빠지죠,4~6시간 자요,아직 모르겠다,5,7,3000,O,6,1시간-2시간,2시간 이상,1,3,X,X,
2023. 10. 13 오전 9:30:31,1학년,여자,부사관과,기타,1시간-2시간,밤,2,절대 안빠지죠,2~4시간 자요,취업,8,9,7000,O,10,2시간-3시간 이상,10-30분,2,1,X,X,
2023. 10. 13 오전 9:30:44,1학년,남자,부사관과,운동,30분-1시간,밤,2,절대 안빠지죠,2~4시간 자요,취업,10,10,2000,O,10,30-1시간,30-1시간,3,1,O,X,
2023. 10. 13 오전 9:31:19,1학년,여자,부사관과,영상시청,1시간-2시간,밤,2,반년에 한두번 빠져요,4~6시간 자요,취업,8,8,3000,O,6,1시간-2시간,10-30분,3,2,X,O,6
2023. 10. 13 오전 9:32:33,1학년,여자,부사관과,운동,1시간-2시간,밤,2,절대 안빠지죠,4~6시간 자요,취업,9,9,7000,O,8,30-1시간,30-1시간,2,2,X,X,
2023. 10. 13 오전 9:32:33,1학년,여자,부사관과,운동,0-30분,밤,3,절대 안빠지죠,4~6시간 자요,취업,4,10,3000,O,10,1시간-2시간,10-30분,3,1,O,X,
2023. 10. 13 오전 9:32:51,1학년,남자,부사관과,운동,30분-1시간,방과후(저녁),3,절대 안빠지죠,2~4시간 자요,취업,4,7,4000,O,7,30-1시간,10-30분,3,4,X,X,
2023. 10. 13 오전 10:00:05,1학년,남자,부사관과,운동,0-30분,방과후(저녁),2,절대 안빠지죠,2~4시간 자요,취업,5,5,2000,O,9,2시간-3시간 이상,30-1시간,1,2,O,X,
2023. 10. 13 오전 10:30:19,1학년,여자,부사관과,게임,1시간-2시간,방과후(저녁),2,절대 안빠지죠,4~6시간 자요,취업,7,7,4000,O,9,1시간-2시간,30-1시간,3,3,O,X,
2023. 10. 13 오전 10:57:47,1학년,여자,부사관과,음악,1시간-2시간,방과후(저녁),2,절대 안빠지죠,4~6시간 자요,취업,8,9,4000,O,10,1시간-2시간,30-1시간,2,2,X,X,
2023. 10. 13 오후 2:57:37,2학년,남자,스마트웹콘텐츠과,게임,30분-1시간,방과후(저녁),4,절대 안빠지죠,4~6시간 자요,대학교 진학,10,10,4000,O,7,30-1시간,10-30분,2,2,X,X,
2023. 10. 16 오전 5:30:44,2학년,남자,창업마케팅과,음악,0-30분,밤,3,1년에 한두번 빠져요,6시간 이상 자요,아직 모르겠다,4,7,2000,O,2,0-30분,10-30분,2,1,X,X,
2023. 10. 16 오후 6:03:47,2학년,여자,스마트웹콘텐츠과,영상시청,30분-1시간,방과후(저녁),5,절대 안빠지죠,4~6시간 자요,대학교 진학,10,9,5000,X,6,1시간-2시간,30-1시간,3,2,X,O,7
2023. 10. 16 오후 6:04:21,2학년,여자,스마트웹콘텐츠과,영상시청,0-30분,밤,5,한달에 한두번 빠져요,4~6시간 자요,대학교 진학,4,5,5000,X,4,1시간-2시간,30-1시간,2,1,X,X,
2023. 10. 16 오후 7:47:11,2학년,남자,스마트웹콘텐츠과,운동,30분-1시간,방과후(저녁),3,절대 안빠지죠,6시간 이상 자요,취업,3,3,3000,X,0,1시간-2시간,30-1시간,2,2,X,O,6
2023. 10. 17 오후 3:00:24,2학년,남자,스마트웹콘텐츠과,게임,0-30분,기타,1,한달에 한두번 빠져요,4~6시간 자요,아직 모르겠다,3,3,1000,X,0,0-30분,30-1시간,1,3,X,X,
2023. 10. 17 오후 3:05:23,2학년,여자,스마트웹콘텐츠과,예술,1시간-2시간,밤,5,절대 안빠지죠,4~6시간 자요,취업,8,10,3000,O,7,2시간-3시간 이상,30-1시간,4,3,X,X,
2023. 10. 17 오후 3:06:29,2학년,여자,스마트웹콘텐츠과,예술,0-30분,기타,2,한달에 한두번 이상 빠져요,6시간 이상 자요,대학교 진학,4,3,?,X,5,1시간-2시간,30-1시간,2,3,X,X,
2023. 10. 17 오후 3:08:30,2학년,남자,스마트웹콘텐츠과,영상시청,30분-1시간,방과후(저녁),4,절대 안빠지죠,6시간 이상 자요,아직 모르겠다,8,8,?,O,7,30-1시간,30-1시간,2,3,X,O,9
2023. 10. 17 오후 3:08:39,2학년,남자,스마트웹콘텐츠과,운동,1시간-2시간,밤,4,절대 안빠지죠,6시간 이상 자요,대학교 진학,5,5,2000,O,5,2시간-3시간 이상,10-30분,2,1,X,X,
2023. 10. 17 오후 3:08:40,2학년,여자,스마트웹콘텐츠과,운동,1시간-2시간,방과후(저녁),4,절대 안빠지죠,2~4시간 자요,취업,3,4,2000,O,8,1시간-2시간,1시간-2시간,4,1,O,O,9
2023. 10. 17 오후 3:08:43,2학년,여자,스마트웹콘텐츠과,영상시청,30분-1시간,밤,4,한달에 한두번 빠져요,4~6시간 자요,취업,6,7,8000,O,7,2시간-3시간 이상,30-1시간,3,1,X,O,5
2023. 10. 17 오후 3:10:03,2학년,남자,스마트웹콘텐츠과,게임,0-30분,밤,5,한달에 한두번 이상 빠져요,4~6시간 자요,대학교 진학,5,5,3000,X,5,0-30분,10-30분,4,2,X,X,
2023. 10. 17 오후 3:10:19,2학년,남자,스마트웹콘텐츠과,예술,2시간-3시간 이상,밤,3,절대 안빠지죠,6시간 이상 자요,대학교 진학,5,5,5000,O,4,1시간-2시간,10-30분,1,2,X,X,
2023. 10. 17 오후 3:13:28,2학년,여자,스마트웹콘텐츠과,운동,0-30분,밤,4,절대 안빠지죠,2~4시간 자요,대학교 진학,2,2,?,X,5,2시간-3시간 이상,10-30분,3,2,X,X,
2023. 10. 17 오후 3:14:59,2학년,남자,스마트웹콘텐츠과,게임,30분-1시간,방과후(저녁),4,절대 안빠지죠,4~6시간 자요,대학교 진학,10,10,4000,O,9,1시간-2시간,10-30분,1,2,X,X,
2023. 10. 17 오후 3:22:56,2학년,남자,스마트웹콘텐츠과,운동,0-30분,기타,4,한달에 한두번 빠져요,4~6시간 자요,대학교 진학,2,4,?,X,0,30-1시간,10-30분,3,2,X,X,
2023. 10. 17 오후 3:23:15,2학년,남자,스마트웹콘텐츠과,기타,30분-1시간,방과후(저녁),4,절대 안빠지죠,4~6시간 자요,취업,7,8,2000,O,8,2시간-3시간 이상,30-1시간,1,1,X,X,
2023. 10. 17 오후 3:23:18,2학년,여자,스마트웹콘텐츠과,게임,1시간-2시간,밤,4,한달에 한두번 빠져요,6시간 이상 자요,취업,4,4,5000,O,3,1시간-2시간,1시간-2시간,2,2,X,X,
2023. 10. 17 오후 3:24:40,2학년,남자,스마트웹콘텐츠과,게임,0-30분,방과후(저녁),4,한달에 한두번 이상 빠져요,6시간 이상 자요,취업,7,7,4000,O,7,2시간-3시간 이상,10-30분,3,1,X,X,
2023. 10. 17 오후 3:27:17,2학년,남자,스마트웹콘텐츠과,게임,0-30분,방과후(저녁),4,절대 안빠지죠,6시간 이상 자요,취업,4,7,?,O,5,2시간-3시간 이상,10-30분,3,1,X,X,
2023. 10. 17 오후 3:27:41,2학년,남자,스마트웹콘텐츠과,운동,2시간-3시간 이상,방과후(저녁),4,절대 안빠지죠,4~6시간 자요,아직 모르겠다,4,4,?,O,4,1시간-2시간,30-1시간,3,1,X,O,8
2023. 10. 17 오후 3:28:23,2학년,남자,스마트웹콘텐츠과,운동,30분-1시간,밤,2,한달에 한두번 빠져요,6시간 이상 자요,아직 모르겠다,3,3,5000,O,5,1시간-2시간,30-1시간,3,3,O,X,
2023. 10. 17 오후 4:33:30,2학년,여자,스마트웹콘텐츠과,게임,0-30분,밤,5,절대 안빠지죠,6시간 이상 자요,대학교 진학,4,9,2000,O,7,30-1시간,30-1시간,2,2,O,O,8
